product_id,tn_pred
20001,0.0044753845
20002,-0.014353677
20003,-0.12706496
20004,0.00043040814
20005,0.48536807
20006,-0.0053483876
20007,0.00097116607
20008,0.00067385443
20009,0.00043040814
20010,-0.0006029781
20011,0.32089108
20012,0.0014517038
20013,-0.0069631343
20014,0.0031905607
20015,0.00043040814
20016,0.00081541535
20017,0.0005307874
20018,0.007089801
20019,0.00097116607
20020,0.00097116607
20021,0.010350566
20022,0.0031640923
20023,0.00481301
20024,0.00097116607
20025,0.00043040814
20026,0.004455072
20027,0.0016025888
20028,0.0051011005
20029,0.0007571019
20030,0.00043040814
20031,0.00043040814
20032,0.004735462
20033,0.00043040814
20035,0.0077783368
20037,0.0052231173
20038,0.004088614
20039,0.00043040814
20041,0.00043040814
20042,0.008187325
20043,-0.005889146
20044,0.045314245
20045,0.00043040814
20046,0.0014606877
20047,0.007671839
20049,-0.0006029781
20050,0.004663582
20051,0.00043040814
20052,0.00043040814
20053,0.0048857853
20054,0.0005307874
20055,0.0059209694
20056,0.00043040814
20057,0.00043040814
20058,0.0043040174
20059,0.00084335875
20061,-0.0006029781
20062,0.00043040814
20063,0.0031308418
20065,0.00043040814
20066,0.0063905003
20067,0.00043040814
20068,0.0083230585
20069,0.001071545
20070,0.00043040814
20071,0.0043040174
20072,0.00043040814
20073,0.00043040814
20074,0.0043040174
20075,0.002673024
20076,0.00043040814
20077,0.017499346
20079,0.00043040814
20080,0.00043040814
20081,0.00043040814
20082,0.00043040814
20084,0.00043040814
20085,0.00097116607
20086,0.0055356994
20087,0.00043040814
20089,0.00097116607
20090,0.0071088737
20091,0.00043040814
20092,0.0059209694
20093,0.0063440213
20094,0.0071088737
20095,0.00043040814
20096,0.00043040814
20097,0.1653543
20099,0.00584974
20100,0.00043040814
20101,0.0028684437
20102,0.00043040814
20103,0.00043040814
20106,0.00043040814
20107,0.00043040814
20108,0.00043040814
20109,0.00043040814
20111,0.00084335875
20112,0.00043040814
20114,0.036508232
20116,0.005503728
20117,0.00043040814
20118,0.00043040814
20119,0.007237581
20120,0.00043040814
20121,0.00043040814
20122,0.007237581
20123,0.00043040814
20124,0.00043040814
20125,0.00043040814
20126,0.0025307585
20127,1.0542486
20129,0.00043040814
20130,0.06351039
20132,0.00043040814
20133,0.00043040814
20134,0.0058032614
20135,0.00043040814
20137,0.00043040814
20138,0.00043040814
20139,0.002910011
20140,0.007237581
20142,0.005422122
20143,0.00043040814
20144,0.0007829627
20145,0.00043040814
20146,0.0005307874
20148,0.00043040814
20150,0.001807391
20151,0.00043040814
20152,0.00043040814
20153,0.00043040814
20155,0.00043040814
20157,-0.12236427
20158,0.00043040814
20159,0.005948086
20160,0.00043040814
20161,0.00043040814
20162,0.02161971
20164,0.1912477
20166,0.00043040814
20167,0.00043040814
20168,0.00043040814
20170,0.00043040814
20174,0.0073231277
20175,0.00043040814
20176,0.007370079
20177,0.0010765275
20179,0.00043040814
20180,0.0057571502
20181,0.0074439174
