product_id,tn
20001,1260.5244026758173
20002,1321.5453853340941
20003,715.2648118235085
20004,498.6091024246184
20005,493.7103377880634
20006,473.01535703567606
20007,461.73072007770105
20008,565.368591205076
20009,542.4333400966946
20010,398.96022778706947
20011,319.65027284443136
20012,344.87587405307465
20013,510.6932443663786
20014,410.11295402209385
20015,374.1900859677844
20016,244.32222247971475
20017,286.1410690641395
20018,311.78855453360495
20019,279.7881681896906
20020,267.39517863544484
20021,179.50430250286607
20022,253.15808744326273
20023,220.75554177852527
20024,161.73844584671212
20025,132.28297354770282
20026,270.7235898956182
20027,208.99932851433707
20028,226.21752558002623
20029,219.37435078006467
20030,98.36215051483532
20031,214.5717317960472
20032,590.33366
20033,140.7690329952584
20035,128.9007286962298
20037,157.1156257824413
20038,147.44469307016706
20039,108.6644535265809
20041,134.27784167348162
20042,145.8682414805672
20043,143.77180329298295
20044,188.7767119556584
20045,173.02143395153666
20046,112.71086920496603
20047,163.3831616416013
20049,174.36008547038574
20050,125.0411281898676
20051,149.2361408781548
20052,86.81354400632276
20053,132.70368960340272
20054,125.64991104721742
20055,107.25449344527348
20056,130.53652209473367
20057,125.46328517690269
20058,129.7445143187656
20059,134.32425092706893
20061,154.211412854224
20062,107.09735096694462
20063,112.60077228650589
20065,155.10772392289607
20066,77.2431807090999
20067,147.58671242526356
20068,106.4781692199669
20069,93.66168057177316
20070,99.21158900383722
20071,77.5491542704082
20072,81.60978118375394
20073,101.9106805673139
20074,79.62059240509134
20075,94.3036897092023
20076,90.07139250112766
20077,92.76681163916675
20079,72.19614005191482
20080,96.28022342493767
20081,85.76123965035501
20082,37.58829138473462
20084,72.93890391319863
20085,158.68261702072218
20086,72.39793411971354
20087,106.94045340446934
20089,54.44392185610934
20090,85.146425184934
20091,81.23592790911155
20092,93.26546353415401
20093,75.51283503526392
20094,93.25849801568177
20095,103.43494913551751
20096,74.17159975288874
20097,53.84765664671417
20099,75.17255665732156
20100,66.49420356001465
20101,65.4548462390178
20102,31.111915299784783
20103,70.64700065358684
20106,65.38623770859326
20107,35.84320339977543
20108,53.41893141985685
20109,53.6943090090123
20111,70.83036332011685
20112,73.97492962673763
20114,58.92173811487629
20116,-5.040275186504687
20117,60.411856807991484
20118,45.33967172499038
20119,34.58292526104401
