product_id,tn_pred,tn_real
20001,236.65556000171443,180.21938
20002,547.8784900004379,334.03714
20003,135.69191999277132,137.98717
20004,27.588509998293613,12.9402
20005,11.017189999786366,7.66693
20006,18.41283999999911,15.84069
20007,21.483229999887946,55.22591
20008,22.89841999985038,12.70392
20009,99.48819000039217,74.67156
20010,-1.4933078894888152e-09,0.0
20011,32.49792000026194,52.416
20012,21.464349999685883,12.75674
20013,42.58799999997168,34.398
20014,35.28251999962932,74.23416
20015,21.600119999638352,8.93799
20016,44.02944000001259,44.8812
20017,10.978699999426976,12.70392
20018,10.978699999927624,10.28861
20019,49.62922000021042,38.50829
20020,16.49356999937672,25.3344
20021,-2.3739613049356125e-10,0.0
20022,4.787330000047895,5.52115
20023,31.668000000164792,14.196
20024,-4.764460529892619e-10,0.0
20025,14.430780000113664,13.00572
20026,28.602429999999277,27.29907
20027,36.4340299998399,29.98801
20028,29.352959999674564,18.08352
20029,7.110009999621562,5.48935
20030,17.290000000032556,14.8512
20031,-2.537125027956185e-10,0.0
20033,22.167600000168513,9.71607
20035,5.066879999706556,0.02621
20037,16.183440000047526,0.0
20038,3.7564799997890312,18.86976
20039,-5.205839877397977e-11,0.0
20041,4.447588659584056e-12,0.0
20042,30.092050000223217,10.03067
20043,11.531519999631438,8.68358
20044,6.300569999878522,2.54823
20045,22.80085000008109,15.05718
20046,24.897599999843145,43.00024
20047,7.0006299996816646,3.22029
20049,11.531519999988591,36.6366
20050,4.105919999862676,4.89216
20051,7.005399999993794,26.387
20053,14.683040000006045,9.72753
20054,4.060369999811066,1.1201
20055,10.96805000002423,3.89189
20056,7.502039999893868,3.24324
20057,10.36853999996666,7.60032
20058,12.367559999938708,3.15675
20059,4.246279999848597,4.90976
20061,3.1847099999642787,3.71549
20062,16.772450000079303,25.37747
20063,8.459609999811265,12.20599
20065,15.560999999991317,8.5995
20066,1.8345599997839177,3.94867
20067,-2.253222546128031e-11,1.6249
20068,16.741880000127306,11.71932
