product_id,tn
20001,1178.7642880262713
20002,1169.632125549586
20003,689.507425724246
20004,574.0521656598518
20005,561.3278585086236
20006,481.02802497175776
20007,389.893570801809
20008,416.9155632480522
20009,453.1284082238052
20010,416.83634396051775
20011,328.1228613973864
20012,295.7158044479832
20013,372.0995392020668
20014,386.3118773693295
20015,326.8436428124368
20016,256.7823161476292
20017,267.7712315608548
20018,288.48019615098303
20019,288.36604936577874
20020,240.1815373725295
20021,237.951435975605
20022,226.7489321283225
20023,220.58521704216216
20024,164.30919303100714
20025,184.98115011418642
20026,249.67790528439662
20027,207.28758049714554
20028,224.6473421848566
20029,189.509713812555
20030,103.45104530437058
20031,199.67789567448807
20032,590.33366
20033,127.50288359610467
20035,153.7695551705657
20037,171.82092114751453
20038,154.6516173543352
20039,127.55794859938825
20041,135.3827021131906
20042,159.8371651121156
20043,130.88089247437122
20044,183.1306228109989
20045,136.66608144844056
20046,127.30668698731651
20047,163.31109236268702
20049,168.96985246076778
20050,105.9128324310168
20051,133.81491660529267
20052,90.40107692512146
20053,142.41952862508384
20054,138.7147025043661
20055,92.5603673788489
20056,89.35901847460204
20057,122.72915576088774
20058,98.9338033327106
20059,134.00358921172725
20061,128.43637253479147
20062,92.02328666008137
20063,111.13030942405288
20065,119.98561380404057
20066,108.88556121516314
20067,108.8782709495666
20068,97.90758501709226
20069,120.08355631980389
20070,104.30030052137388
20071,113.76019908128086
20072,86.30032619980577
20073,91.15150525680397
20074,81.80248460906384
20075,118.76243769334472
20076,94.19389179104007
20077,96.25440231728535
20079,64.2186601409717
20080,103.644053016806
20081,80.69934045712736
20082,58.64689557995976
20084,110.89632553410647
20085,146.38840960561524
20086,65.99443375096047
20087,72.47372222116766
20089,161.20835945627414
20090,82.785252053423
20091,94.7701912070998
20092,63.6770833201916
20093,74.98828001816898
20094,98.6129078404978
20095,64.84537567625912
20096,72.62630197090633
20097,53.89659511455653
20099,71.57931455096741
20100,61.68779463701165
20101,68.69098159837259
20102,33.34328797206982
20103,70.59505422998609
20106,60.28015041904675
20107,64.1957011808718
20108,60.480475635426245
20109,54.385683069803946
20111,71.2485908072048
20112,67.47697721033111
20114,58.885170791809685
20116,67.55711394580456
20117,46.56637962924296
20118,49.2272562823691
