product_id,tn
20001,1162.707525220849
20002,1183.6406041971516
20003,684.7639305138383
20004,580.4849611289098
20005,563.5607802304999
20006,482.88686657402707
20007,390.9244200627477
20008,422.34019872517206
20009,450.5606175699727
20010,418.6898884300508
20011,327.00128887652465
20012,291.41706974202685
20013,373.28488881719187
20014,385.3259380016183
20015,326.5331823852605
20016,254.91556127972575
20017,270.82722874344194
20018,290.81790007998563
20019,288.5217057933013
20020,237.39626562567497
20021,238.87717117525315
20022,225.81700743459794
20023,218.4306766858915
20024,161.164359093627
20025,179.40668258609352
20026,255.0137859844511
20027,205.20775512553325
20028,224.13475881483083
20029,190.67610554589186
20030,101.06285078137753
20031,197.8237573309409
20032,590.33366
20033,123.00308187781056
20035,152.99186419233627
20037,174.24381251640995
20038,154.60991122800732
20039,126.5803038764279
20041,136.92655062809922
20042,159.33659371030947
20043,132.13610875639588
20044,185.4422590678777
20045,139.4429612733741
20046,126.95640282449281
20047,164.41958048279037
20049,167.68294287285767
20050,108.31199964069339
20051,132.88870039196198
20052,91.25040923967182
20053,144.28539628063697
20054,141.72263473436607
20055,94.01727170675804
20056,89.95945453749536
20057,123.62072792182718
20058,99.27498184035878
20059,136.3313035245185
20061,130.1397582015676
20062,92.3867770018806
20063,109.94953533464329
20065,119.43733722247131
20066,108.28364544434012
20067,106.83140565641415
20068,97.0841421153361
20069,120.68216153155424
20070,105.80973992553245
20071,114.40475268131883
20072,85.56006784177922
20073,90.93803992131282
20074,81.28676117265513
20075,121.37429478352232
20076,93.51593142215373
20077,97.1124480566148
20079,66.03902326559674
20080,105.65283531132485
20081,81.66729616027234
20082,58.15586076965798
20084,109.88657829616704
20085,143.68466316349685
20086,67.1678362671349
20087,71.47913495349749
20089,157.97431400236832
20090,84.33219294338326
20091,94.31506925588258
20092,64.04988169352876
20093,76.2457552961366
20094,101.84089887310952
20095,64.4224138156855
20096,74.10849421330656
20097,53.56234077725131
20099,72.36826515335508
20100,61.3620310374088
20101,68.84347582116064
20102,33.7028969826855
20103,71.70909830901238
20106,61.11741877580846
20107,64.11135700409724
20108,60.21678090108318
20109,54.55813797593575
20111,72.31152405061664
20112,66.69122683082588
20114,58.2798146841819
