product_id,tn_predicho
20001,1471.8771362304688
20002,1134.5619532267253
20003,840.4485397338867
20004,638.7086448669434
20005,617.7023658752441
20006,548.4489440917969
20007,543.0841026306152
20008,500.4821325937907
20009,491.28736623128253
20010,421.9243456522624
20011,389.91022872924805
20012,419.4391352335612
20013,423.2840824127197
20014,440.7725143432617
20015,399.4248453776042
20016,374.25168800354004
20017,338.27279472351074
20018,330.48762639363605
20019,361.5323683420817
20020,294.2050952911377
20021,286.5680923461914
20022,238.69671742121378
20023,274.0301373799642
20024,255.15529123942056
20025,243.9583886464437
20026,271.55269559224445
20027,229.70526631673178
20028,227.56347878774008
20029,221.85069751739502
20030,199.87798150380453
20031,215.07130750020346
20032,251.601806640625
20033,195.90227635701498
20035,187.59582742055258
20037,187.8575175603231
20038,178.4285717010498
20039,160.65070978800455
20041,164.83570702870688
20042,166.37732664744058
20043,164.40327390034994
20044,170.32815011342367
20045,179.6451104482015
20046,155.10723876953125
20047,169.01976331075033
20049,217.57700411478677
20050,150.72473239898682
20051,169.4162885248661
20052,152.36390113830566
20053,149.69637044270834
20054,141.86078023910522
20055,133.4801828066508
20056,144.09442162513733
20057,145.0967877705892
20058,132.00777530670166
20059,134.83935387929282
20061,133.97215048472086
20062,110.38447936375935
20063,128.08649730682373
20065,129.57084441184998
20066,120.57394091288249
20067,120.59451500574748
20068,118.75515174865723
20069,128.05354245503744
20070,116.00907039642334
20071,123.18684228261311
20072,111.88280773162842
20073,103.12651284535725
20074,117.05327733357747
20075,119.49495069185893
20076,98.21283022562663
20077,122.63027906417847
20079,96.43141730626424
20080,96.79120806852977
20081,95.1151008605957
20082,84.11717589696248
20084,110.44359276692073
20085,112.65326976776123
20086,79.64062166213989
20087,100.32664235432942
20089,122.25731063385804
20090,86.28951215744019
20091,98.12870804468791
20092,69.53992064793904
20093,85.28073914845784
20094,94.73403803507487
20095,91.72127056121826
20096,87.5231884320577
20097,80.46762164433797
20099,82.43875376383464
20100,92.39807883898418
20101,80.18903462092082
20102,103.82296546300252
20103,83.5178206761678
20106,74.46182378133138
20107,84.06581298510234
20108,73.13084602355957
20109,74.63576173782349
20111,77.66321150461833
20112,72.64162254333496
20114,67.35710525512695
20116,86.24405137697856
20117,63.827812353769936
20118,66.45715602238973
20119,81.5248007774353
20120,71.19223181406657
20121,82.57973205546539
20122,68.93048620223999
20123,65.53985214233398
20124,63.289955139160156
20125,65.443443775177
20126,86.97907018661499
20127,34.739575266838074
20129,69.13331333796184
20130,80.91996312141418
20132,63.295323053995766
20133,60.78854032357534
20134,60.861982663472496
20135,87.91706482569377
20137,59.05734872817993
20138,54.46099964777628
20139,56.83288657665253
20140,57.972405195236206
20142,61.00829164187113
20143,78.47594006856282
20144,55.79608805974325
20145,53.06741976737976
20146,57.661993662516274
20148,55.68937373161316
20150,84.78927934169769
20151,56.36915890375773
20152,51.82125834623972
20153,45.73241297403971
20155,45.93817186355591
20157,46.06752634048462
20158,54.04592629273733
20159,61.31579478581747
20160,52.540417512257896
20161,57.64890638987223
20162,31.199288725852966
20164,52.95878744125366
20166,49.128273487091064
20167,38.6418886979421
20168,40.17693567276001
20170,60.53785916169485
20174,29.29778067270915
20175,46.52596275011698
20176,38.89427216847738
20177,38.78398585319519
20179,34.45265487829844
20180,38.84566589196523
20181,38.18769749005636
20182,37.247003396352135
20183,30.777246077855427
20184,37.406819899876915
20187,36.30597901344299
20188,36.04219671090444
20189,34.100149949391685
20192,38.086260656515755
20193,36.48000995318095
20196,35.99921222527822
20197,33.8601868947347
20198,37.4292946656545
20200,34.89598949750265
20201,34.274844805399574
20202,39.861961364746094
20203,40.4295015335083
20205,36.262157599131264
20206,33.890535751978554
20207,31.965062657992046
20208,31.54121955235799
20209,28.9192267258962
20210,13.69622027873993
20211,32.41919445991516
20212,27.413996418317158
20213,14.495124816894531
20215,29.69808491071065
20216,33.00147954622904
20218,27.868667622407276
20219,27.322779933611553
20220,26.83790906270345
20222,26.998616377512615
20224,30.346370577812195
20225,21.493570288022358
20226,25.597679336865742
20227,31.04858163992564
20228,24.66594515244166
20230,21.09959355990092
20231,24.79295225938161
20232,28.61240879694621
20233,26.34228279038022
20234,24.450601170460384
20235,27.635319749514263
20236,20.666725635528564
20237,42.063656290372215
20238,22.470972855885822
20239,20.75589366753896
20240,24.065791130065918
20241,24.77801521619161
20242,22.789531966050465
20244,20.272975613673527
20246,23.422880212465923
20249,21.651224116484325
20251,21.745169361432392
20252,22.853235363960266
20253,21.49617701768875
20254,25.094654083251953
20255,21.56747043132782
20256,19.24678973356883
20257,10.619858264923096
20259,22.424819111824036
20261,16.01946246623993
20262,21.50457799434662
20263,21.547971765200298
20264,21.38662091890971
20265,22.054090211788814
20266,26.275897681713104
20267,21.057815353075664
20268,19.808508132894833
20269,20.293647130330402
20270,22.980730096499126
20271,20.9770068526268
20272,19.772526105244953
20273,19.701997359593708
20275,20.697390606005985
20276,19.8666011095047
20277,20.838505091766518
20278,18.742360909779865
20280,18.3625221028924
20281,17.91018107905984
20282,20.736578563849132
20283,18.958862622578938
20284,18.473319669564564
20285,19.061288853486378
20286,19.74342743555705
20288,17.173148492972057
20289,19.45311563213666
20290,18.711055636405945
20291,19.38135774930318
20292,17.920371214548748
20295,19.199734389781952
20296,18.85909167925517
20297,23.59774328271548
20298,20.16284104188283
20299,20.45898260672887
20300,17.805733760197956
20301,16.928451538085938
20302,18.195794145266216
20303,19.376872460047405
20304,15.103643794854483
20305,17.72452553610007
20306,23.19041156768799
20307,16.965933601061504
20309,17.113782842954
20310,18.44391930103302
20311,20.82322221000989
20313,21.60047109921773
20314,18.06214193503062
20315,16.125907604893047
20316,17.383713225523632
20317,16.756590684254963
20319,18.030023336410522
20320,16.227768143018086
20321,15.680050830046335
20322,16.357085247834522
20323,22.843620856602985
20324,16.19749601682027
20325,15.233094533284506
20326,15.76710436741511
20327,15.294585287570953
20328,18.205793380737305
20329,14.720014373461405
20330,15.78539208571116
20332,15.905793170134226
20334,21.760933386782806
20335,17.085087060928345
20336,14.474785705407461
20337,19.041252374649048
20338,14.565416018168131
20340,21.809656063715618
20341,12.745564003785452
20342,17.5804885973533
20343,16.341322014729183
20344,20.868582169214886
20346,14.266154646873474
20348,19.98429775238037
20349,14.487394014994303
20350,15.153691098093987
20351,19.586708943049114
20352,14.08039140701294
20353,14.46626510222753
20354,14.853302756945292
20355,12.033573031425476
20356,13.954579095045725
20357,13.903458207845688
20358,12.796345472335815
20359,13.943812946478525
20361,15.18633375565211
20362,12.8789674838384
20364,21.595757683118183
20365,13.214728474617004
20366,15.0944770971934
20367,13.138352274894714
20368,17.436779300371807
20372,12.088186422983805
20375,13.606662313143412
20377,14.14451539516449
20378,20.264079252878826
20379,12.783872862656912
20380,11.89559664328893
20381,12.313187777996063
20382,11.142546951770782
20383,12.62308402856191
20384,13.237206757068634
20385,12.076804916063944
20386,12.467507123947144
20387,17.003718614578247
20388,11.66293603181839
20389,20.621234714984894
20390,13.76218601067861
20395,14.785412947336832
20396,11.321723143259684
20398,12.406421802937984
20400,11.202532675738135
20401,12.001105109850565
20402,14.999117811520895
20403,15.926061034202576
20404,10.591420710086823
20406,13.886397590239843
20407,11.550056457519531
20408,12.816816568374634
20409,11.215462893247604
20410,11.303913275400797
20411,10.482408980528513
20414,10.770821571350098
20415,12.002405365308126
20416,9.998454322417578
20417,12.683259759408733
20418,10.298338303963343
20419,10.516852815945944
20421,11.803689221541086
20422,9.903139052291712
20424,9.282050887743631
20426,6.10432664056619
20428,10.333633785446485
20429,9.86647923787435
20432,9.340378046035767
20433,9.98245894908905
20434,9.794486425817013
20438,9.656436642011007
20440,7.033973466915389
20442,12.650133530298868
20443,9.425023198127747
20447,11.442700942357382
20449,9.967620993653933
20450,10.996020634969076
20453,11.917872739334902
20456,8.77375234166781
20458,8.634917239348093
20459,13.55319415529569
20460,9.556135217348734
20463,9.019985338052114
20464,9.546469986438751
20465,9.516702751318613
20466,8.75637153784434
20469,9.491071204344431
20470,10.366938415293893
20473,7.948397884766261
20474,7.971456487973531
20476,8.875956535339355
20477,10.766940335432688
20478,9.372161765893301
20479,11.979459007581076
20480,7.851966400941213
20481,7.776758501927058
20482,9.548879384994507
20483,9.096095641454061
20484,6.716326872507731
20488,11.420050839583078
20490,7.955101791769266
20491,6.436509350935618
20495,11.4820743004481
20496,9.974706051114481
20497,8.32964394489924
20500,7.9557785987854
20502,7.651998594403267
20503,10.01649725685517
20505,7.331245834628741
20508,8.327601710955301
20509,7.603367930899064
20510,7.525624712308248
20513,7.969236771265666
20514,6.843387881914775
20517,5.835936650633812
20520,7.453123839882513
20521,7.68248975276947
20522,10.482565065224966
20523,10.448705951372782
20524,7.595081215103467
20525,6.417728503545125
20526,7.181114892164866
20527,9.748563090960184
20530,8.146522839864096
20531,6.172447661558787
20532,6.724399556716283
20536,6.77342610557874
20537,5.97681051492691
20538,6.3858571747938795
20539,6.883250902096431
20540,9.811185677846273
20541,9.468022843201956
20542,8.005483249823252
20544,8.577869604031244
20547,8.404513359069824
20548,8.448504090309143
20549,6.142747516433398
20551,6.243639091650645
20552,6.751307267346419
20553,9.561944365501404
20555,6.488775620857875
20558,9.301640699307123
20559,9.443709115187326
20560,6.7394367072265595
20561,5.715501669794321
20563,5.161570186416308
20565,6.802421381076177
20567,9.09249915679296
20568,4.608104924360911
20569,6.989876449108124
20570,5.942521284023921
20571,8.33723341487348
20572,5.469298750162125
20574,4.868133631845315
20575,5.582569221655528
20576,5.827199051777522
20577,5.3432891964912415
20578,5.181679179271062
20579,6.412341415882111
20580,8.16490868727366
20583,5.652809540430705
20585,5.076189160346985
20586,6.175304852426052
20588,5.269737114508946
20589,6.919511427481969
20592,4.261799355347951
20593,6.501215219497681
20596,5.600160570815206
20597,5.2873093367864685
20599,5.359238853057225
20600,5.007795870304108
20601,5.843227272232373
