product_id,tn
20001,1162.7075252208483
20002,1183.6406041971509
20003,684.763930513838
20004,580.4849611289096
20005,563.5607802304996
20006,482.8868665740268
20007,390.9244200627476
20008,422.3401987251722
20009,450.5606175699728
20010,418.6898884300508
20011,327.00128887652465
20012,291.41706974202674
20013,373.2848888171919
20014,385.3259380016181
20015,326.53318238526055
20016,254.91556127972572
20017,270.82722874344194
20018,290.8179000799856
20019,288.52170579330124
20020,237.39626562567497
20021,238.8771711752532
20022,225.81700743459808
20023,218.43067668589143
20024,161.16435909362707
20025,179.4066825860935
20026,255.0137859844512
20027,205.20775512553325
20028,224.13475881483083
20029,190.6761055458919
20030,101.06285078137762
20031,197.8237573309409
20032,590.33366
20033,123.00308187781062
20035,152.99186419233632
20037,174.24381251641006
20038,154.60991122800743
20039,126.58030387642792
20041,136.9265506280993
20042,159.33659371030944
20043,132.13610875639597
20044,185.44225906787773
20045,139.44296127337424
20046,126.95640282449288
20047,164.41958048279048
20049,167.68294287285772
20050,108.3119996406936
20051,132.88870039196206
20052,91.25040923967197
20053,144.2853962806371
20054,141.72263473436612
20055,94.01727170675822
20056,89.95945453749555
20057,123.62072792182732
20058,99.27498184035896
20059,136.3313035245186
20061,130.13975820156773
20062,92.38677700188074
20063,109.94953533464334
20065,119.43733722247136
20066,108.2836454443402
20067,106.83140565641416
20068,97.08414211533622
20069,120.6821615315544
20070,105.80973992553254
20071,114.40475268131894
20072,85.56006784177933
20073,90.93803992131294
20074,81.28676117265523
20075,121.37429478352244
20076,93.5159314221538
20077,97.11244805661494
20079,66.03902326559692
20080,105.65283531132496
20081,81.66729616027247
20082,58.155860769658105
20084,109.8865782961671
20085,143.6846631634969
20086,67.16783626713504
20087,71.4791349534976
20089,157.97431400236837
20090,84.3321929433834
20091,94.31506925588266
20092,64.0498816935289
20093,76.24575529613675
20094,101.8408988731097
20095,64.42241381568564
20096,74.10849421330673
20097,53.56234077725141
20099,72.36826515335525
20100,61.36203103740898
20101,68.84347582116081
20102,33.70289698268565
20103,71.70909830901255
20106,61.1174187758086
20107,64.11135700409737
20108,60.21678090108328
20109,54.55813797593586
20111,72.31152405061678
20112,66.691226830826
20114,58.27981468418199
20116,63.69880345998139
20117,46.87684630161583
20118,48.949436874082586
20119,45.1412377561043
20120,59.51380606399034
20121,72.52835356147106
20122,66.68797455148163
20123,55.11572494796701
20124,45.50547672222131
20125,51.86286094695144
20126,101.85055616702806
20127,208.43745
20129,59.29632307676957
20130,114.56792528498168
20132,55.137995096464856
20133,50.697848293961705
20134,51.38934132348373
20135,67.36513063540545
20137,51.0732118312264
20138,41.77918914144216
