item_id,timestamp,target
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
20023,2020-01-01,
