product_id,tn,tn_predicho
20001,1504.68856,556.362302861077
20002,1087.30855,607.8917060098287
20003,892.50129,556.362302861077
20004,637.90002,556.362302861077
20005,593.24443,556.362302861077
20006,417.23228,556.362302861077
20007,390.43432,556.362302861077
20008,195.36854,437.5076955186315
20009,495.03574000000003,441.77836478335826
20010,359.59998,410.37656830043034
20011,392.3829,456.7458782273831
20012,173.13004,376.5646540420315
20013,318.09141,556.362302861077
20014,272.02812,556.362302861077
20015,297.27663,556.362302861077
20016,273.20202,251.29834654277963
20017,216.90773,219.69122842084332
20018,141.63569999999999,177.50891726064862
20019,351.54708,402.63006167922254
20020,266.06358,245.0420347940301
20021,203.76721,168.0326797384256
20022,210.8346,298.07988530743467
20023,181.13277,349.0768282511031
20024,270.45018,197.38584858388768
20025,241.83432000000002,206.1769695880961
20026,235.10419,162.16661316881667
20027,155.25876,91.19090487507725
20028,109.92618,170.0428342402891
20029,150.64869,133.05633375881044
20030,102.7572,93.2556378070781
20031,139.91577,163.69948529069785
20032,527.79811,455.71955937016577
20033,96.76212,128.70077793878528
20035,179.97912,167.48649345412423
20037,63.37274,79.50083191334612
20038,157.68477000000001,122.95496949277573
20039,128.40394,165.26237795454128
20041,113.11379,145.71740856700578
20042,124.20086,123.0804842590546
20043,93.77222,130.8707137064426
20044,59.61747,77.70579417679151
20045,149.89961,114.55731042820659
20046,149.9563,170.1719097196058
20047,71.49763,81.3671795326838
20049,124.84836,170.1719097196058
20050,117.02742,101.49063361056284
20051,132.46038000000001,108.70455442971704
20052,95.51068,135.17510371490033
20053,146.36584,131.88782773313613
20054,121.2091,97.6107585858126
20055,65.85747,106.67087542311532
20056,63.7182,109.35553115562385
20057,141.36774,108.36025160862225
20058,117.82985,98.27532858155347
20059,111.51138999999999,97.74555407616313
20061,106.44895,128.93340958125663
20062,90.97637,64.35232986434166
20063,103.52372,119.78827083249233
20065,77.98518,86.68465726901738
20066,119.28134,133.36814155283886
20067,88.49566,69.24530584684967
20068,92.92737,100.72648458823669
20069,136.63984,139.94447287297214
20070,68.44316,55.82646250114486
20071,104.77091,90.03632528068691
20072,32.2686,45.35237414314768
20073,122.47019,90.52877044750015
20074,98.07553,92.74960423949668
20075,105.42961,129.66315109258022
20076,68.45922,68.237992564539
20077,34.58847,30.218439659039838
20079,27.68496,38.519324440601146
20080,8.84426,39.80869455873906
20081,94.25871,76.86852088944475
20082,78.87082,60.855439633619284
20084,94.68236,113.8943449036679
20085,221.56404,151.86513203075697
20086,42.51979,52.98002036393179
20087,89.63008,62.97028754899087
20089,102.33626,124.75625766758273
20090,35.97712,50.91217046779853
20091,92.24345,88.18279566975765
20092,47.45286,53.213211837528185
20093,73.28412,88.18924983467038
20094,59.12954,78.17484160825663
20095,28.52853,53.90762998110061
20096,44.24611,61.61537725351524
20097,55.29078,42.84750274895095
20099,57.827130000000004,53.13488373089427
20100,1.3792,89.97785501809217
20101,72.80091,76.88435302221387
20102,19.17797,28.77107535843163
20103,63.99622,67.80251470258898
20106,74.51262,79.51069296135859
20107,86.05666,80.79998456141222
20108,58.34718,62.674339882582515
20109,61.8432,45.63629206235605
20111,93.88818,80.86646154334001
20112,107.06263,91.75541787235322
20114,44.16048,47.15342159136847
20116,118.60205,88.50224264163307
20117,36.0325,40.63324602435669
20118,61.15123,53.60197463789993
20119,36.26867,34.4251004814098
20120,72.21068,83.96072298091002
20121,78.96685000000001,73.12624879037165
20122,64.62255,58.0668405288497
20123,59.148179999999996,53.93064642986185
20124,38.10841,41.7354875003741
20125,47.559329999999996,53.91517027095961
20126,94.95288,92.81866534090051
20127,170.32792,180.66933930686142
20129,52.92339,49.6496450023057
20130,83.3077,88.78889229083185
20132,40.09161,51.641531751118265
20133,30.835350000000002,48.02890868195252
20134,49.98357,51.71967486739935
20135,101.03175,104.42618129133488
20137,37.55127,40.821076486090014
20138,28.33495,29.40961262022872
20139,53.48889,53.29771371234729
20140,58.149,54.519776308483465
20142,35.89411,39.61566725896875
20143,29.92779,63.08639913386012
20144,41.30604,44.60484895873105
20145,65.41274,70.9249229405116
20146,30.472260000000002,37.014251156099
20148,57.163380000000004,50.271447324033495
20150,51.35196,48.155906325716664
20151,44.81184,30.218969590394316
20152,23.926669999999998,28.508499576496902
20153,48.78881,68.64498742395502
20155,61.25175,71.7998469247521
20157,55.77624,68.57364179747218
20158,55.02588,59.97869651617922
20159,61.78339,70.92955475959154
20160,43.18815,35.43689657853716
20161,34.9225,40.65468184985475
20162,51.43634,41.72986610418056
20164,71.3349,55.229246901289315
20166,33.52579,32.163244550192246
20167,43.851729999999996,39.11651313053699
20168,15.155560000000001,19.482478722352866
20170,64.4108,62.9667081430994
20174,91.1178,52.62224636053931
20175,19.70895,30.277078926351987
20176,23.87612,27.397862630666626
20177,24.51696,19.100294584312028
20179,39.70194,49.93694047244622
20180,36.95611,27.37422577492879
20181,33.36284,29.80724370981421
20182,20.87961,26.18638931995866
20183,20.47573,18.233239229705433
20184,26.13296,29.598886855165258
20187,19.99026,24.086269411741167
20188,22.88825,24.798462548911047
20189,32.59489,35.3578269318161
20192,21.45354,20.15739961468081
20193,24.92724,23.130856775967747
20196,35.180600000000005,26.63872951422566
20197,27.90918,23.263780273926308
20198,22.40804,25.30921589372833
20200,20.87857,24.909979902664574
20201,26.166990000000002,23.97547900926887
20202,24.48113,26.12621001025892
20203,55.2097,50.0857660894062
20205,29.13191,25.40230392848702
20206,23.43432,18.559738298839992
20207,18.51692,13.917374965108449
20208,20.14227,20.401433733717074
20209,16.08116,21.30199250514401
20210,58.78261,67.28629435587511
20211,16.10922,15.283535347340305
20212,22.494790000000002,30.185594270675224
20213,58.84043,61.19211783026635
20215,23.14009,20.651884558228655
20216,9.20284,14.34364259626255
20218,31.369320000000002,29.32742549167885
20219,23.10671,18.33662696669387
20220,19.46485,22.117509998030258
20222,21.01334,16.745542957031592
20224,21.26943,27.57433112629161
20225,16.66252,18.452803242321988
20226,11.32801,15.903729341079817
20227,38.712650000000004,42.13263895051168
20228,5.0385100000000005,7.974959776840916
20230,18.17921,14.571881490663518
20231,21.31542,15.915835377979366
20232,28.2828,34.656847232421335
20233,35.59532,20.07367629700755
20234,4.84796,4.344646402452237
