product_id,tn,tn_predicho,tn_clase
20001,1504.68856,1334.301530791656,5
20002,1087.30855,1422.3996564220945,5
20003,892.50129,959.5299021027557,5
20004,637.90002,618.1108542365336,5
20005,593.24443,661.6752474932337,5
20006,417.23228,356.40343900792936,4
20007,390.43432,353.4416841577966,4
20008,195.36854,336.03373307967166,4
20009,495.03574000000003,584.4007260451018,4
20010,359.59998,348.59472753266897,4
20011,392.3829,286.71565267810354,4
20012,173.13004,304.1101872868739,4
20013,318.09141,344.7591134667382,4
20014,272.02812,365.1584486518768,4
20015,297.27663,312.97488815945354,4
20016,273.20202,268.03401156896,4
20017,216.90773,202.1064876914229,4
20018,141.63569999999999,237.53406605772284,3
20019,351.54708,339.4542584945705,4
20020,266.06358,226.1745015427573,4
20021,203.76721,216.1311451525679,4
20022,210.8346,281.9604447532092,4
20023,181.13277,253.52670274870837,4
20024,270.45018,113.83991267981563,4
20025,241.83432000000002,260.2012680973475,4
20026,235.10419,260.9281189235476,4
20027,155.25876,212.8126214786415,4
20028,109.92618,284.93721915659404,3
20029,150.64869,127.58754361179821,4
20030,102.7572,103.47646658782392,3
20031,139.91577,272.82630478993065,3
20032,527.79811,557.8096504670087,5
20033,96.76212,115.98545678960144,3
20035,179.97912,117.8499053962134,4
20037,63.37274,100.93323106729929,3
20038,157.68477000000001,110.29191372909969,4
20039,128.40394,122.38627899526132,3
20041,113.11379,105.94442251211932,3
20042,124.20086,108.26235406648327,3
20043,93.77222,123.698587625854,3
20044,59.61747,176.29867920821064,3
20045,149.89961,99.92285811411875,3
20046,149.9563,123.59296053079262,3
20047,71.49763,195.47581804792165,3
20049,124.84836,117.49444410938662,3
20050,117.02742,112.76818259163919,3
20051,132.46038000000001,97.2884161933884,3
20052,95.51068,178.37219809345473,3
20053,146.36584,111.44033820033252,3
20054,121.2091,123.66071256231669,3
20055,65.85747,101.21663567184902,3
20056,63.7182,95.61478952339333,3
20057,141.36774,97.89669632588374,3
20058,117.82985,94.32611924392833,3
20059,111.51138999999999,106.2838834334017,3
20061,106.44895,105.52532503652644,3
20062,90.97637,91.74829404621754,3
20063,103.52372,117.50247409573288,3
20065,77.98518,106.88072040278017,3
20066,119.28134,119.76349024349126,3
20067,88.49566,93.0224667833098,3
20068,92.92737,81.4826092065406,3
20069,136.63984,116.16690930972122,3
20070,68.44316,100.11670129388908,3
20071,104.77091,106.04097562256334,3
20072,32.2686,87.53635763229416,2
