item_id,timestamp,target
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20001,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
20002,2020-01-01,
