customer_id,product_id,cantidad_periodos,suma_tn
10001,20032,36,0.0
10001,20052,36,0.0
10001,20069,36,0.0
10001,20071,36,0.0
10001,20089,36,0.0
10001,20091,36,0.0
10001,20119,36,0.0
10001,20127,36,0.0
10001,20164,36,0.0
10001,20174,36,0.0
10001,20192,36,0.0
10001,20203,36,0.0
10001,20210,36,0.0
10001,20218,36,0.0
10001,20236,36,0.0
10001,20261,36,0.0
10001,20262,36,0.0
10001,20278,36,0.0
10001,20285,36,0.0
10001,20334,36,0.0
10001,20340,36,0.0
10001,20395,36,0.0
10001,20479,36,0.0
10001,20513,36,0.0
10001,20576,36,0.0
10001,20604,36,0.0
10001,20638,36,0.0
10001,20647,36,0.0
10001,20649,36,0.0
10001,20845,36,0.0
10001,20879,36,0.0
10001,20886,36,0.0
10001,20894,36,0.0
10001,20928,36,0.0
10001,20945,36,0.0
10001,20951,36,0.0
10001,20953,36,0.0
10001,21056,36,0.0
10001,21126,36,0.0
10001,21142,36,0.0
10001,21191,36,0.0
10001,21209,36,0.0
10001,21226,36,0.0
10001,21233,36,0.0
10001,21244,36,0.0
10001,21245,36,0.0
10001,21246,36,0.0
10001,21248,36,0.0
10001,21252,36,0.0
10001,21256,36,0.0
10001,21259,36,0.0
10001,21262,36,0.0
10001,21263,36,0.0
10001,21267,36,0.0
10001,21276,36,0.0
10002,20089,36,0.0
10002,20240,36,0.0
10002,20264,36,0.0
10002,20433,36,0.0
10002,20440,36,0.0
10002,20503,36,0.0
10002,20522,36,0.0
10002,20526,36,0.0
10002,20638,36,0.0
10002,20691,36,0.0
10002,20758,36,0.0
10002,20774,36,0.0
10002,20817,36,0.0
10002,20827,36,0.0
10002,20835,36,0.0
10002,20847,36,0.0
10002,20864,36,0.0
10002,20892,36,0.0
10002,20899,36,0.0
10002,20907,36,0.0
10002,20913,36,0.0
10002,20922,36,0.0
10002,20924,36,0.0
10002,20927,36,0.0
10002,20928,36,0.0
10002,20933,36,0.0
10002,20942,36,0.0
10002,20946,36,0.0
10002,20961,36,0.0
10002,20962,36,0.0
10002,20975,36,0.0
10002,20982,36,0.0
10002,20987,36,0.0
10002,20991,36,0.0
10002,20995,36,0.0
10002,21007,36,0.0
10002,21016,36,0.0
10002,21024,36,0.0
10002,21037,36,0.0
10002,21038,36,0.0
10002,21039,36,0.0
10002,21058,36,0.0
10002,21064,36,0.0
10002,21074,36,0.0
10002,21087,36,0.0
10002,21093,36,0.0
10002,21097,36,0.0
10002,21105,36,0.0
10002,21110,36,0.0
10002,21111,36,0.0
10002,21112,36,0.0
10002,21114,36,0.0
10002,21119,36,0.0
10002,21126,36,0.0
10002,21129,36,0.0
10002,21135,36,0.0
10002,21140,36,0.0
10002,21142,36,0.0
10002,21144,36,0.0
10002,21146,36,0.0
10002,21153,36,0.0
10002,21154,36,0.0
10002,21159,36,0.0
10002,21163,36,0.0
10002,21164,36,0.0
10002,21167,36,0.0
10002,21168,36,0.0
10002,21170,36,0.0
10002,21171,36,0.0
10002,21176,36,0.0
10002,21180,36,0.0
10002,21182,36,0.0
10002,21191,36,0.0
10002,21192,36,0.0
10002,21196,36,0.0
10002,21209,36,0.0
10002,21214,36,0.0
10002,21218,36,0.0
10002,21222,36,0.0
10002,21226,36,0.0
10002,21227,36,0.0
10002,21233,36,0.0
10002,21244,36,0.0
10002,21245,36,0.0
10002,21246,36,0.0
10002,21248,36,0.0
10002,21252,36,0.0
10002,21256,36,0.0
10002,21259,36,0.0
10002,21262,36,0.0
10002,21263,36,0.0
10002,21265,36,0.0
10002,21266,36,0.0
10002,21267,36,0.0
10002,21276,36,0.0
10003,20010,36,0.0
10003,20021,36,0.0
10003,20032,36,0.0
10003,20035,36,0.0
10003,20041,36,0.0
10003,20069,36,0.0
10003,20071,36,0.0
10003,20089,36,0.0
10003,20091,36,0.0
10003,20100,36,0.0
10003,20119,36,0.0
10003,20127,36,0.0
10003,20145,36,0.0
10003,20153,36,0.0
10003,20155,36,0.0
10003,20157,36,0.0
10003,20164,36,0.0
10003,20167,36,0.0
10003,20174,36,0.0
10003,20179,36,0.0
10003,20192,36,0.0
10003,20203,36,0.0
10003,20210,36,0.0
10003,20218,36,0.0
10003,20227,36,0.0
10003,20236,36,0.0
10003,20249,36,0.0
10003,20259,36,0.0
10003,20261,36,0.0
10003,20262,36,0.0
10003,20270,36,0.0
10003,20278,36,0.0
10003,20282,36,0.0
10003,20285,36,0.0
10003,20303,36,0.0
10003,20310,36,0.0
10003,20314,36,0.0
10003,20332,36,0.0
10003,20334,36,0.0
10003,20340,36,0.0
10003,20355,36,0.0
10003,20364,36,0.0
10003,20389,36,0.0
10003,20395,36,0.0
10003,20414,36,0.0
10003,20450,36,0.0
10003,20458,36,0.0
10003,20479,36,0.0
10003,20483,36,0.0
10003,20513,36,0.0
10003,20531,36,0.0
10003,20555,36,0.0
10003,20565,36,0.0
10003,20576,36,0.0
10003,20604,36,0.0
10003,20627,36,0.0
10003,20638,36,0.0
10003,20647,36,0.0
10003,20681,36,0.0
10003,20785,36,0.0
10003,20845,36,0.0
10003,20879,36,0.0
10003,20886,36,0.0
10003,20894,36,0.0
10003,20928,36,0.0
10003,20932,36,0.0
10003,20945,36,0.0
10003,20951,36,0.0
10003,20953,36,0.0
10003,21007,36,0.0
10003,21114,36,0.0
10003,21119,36,0.0
10003,21142,36,0.0
10003,21155,36,0.0
10003,21167,36,0.0
10003,21180,36,0.0
10003,21184,36,0.0
10003,21191,36,0.0
10003,21201,36,0.0
10003,21209,36,0.0
10003,21212,36,0.0
10003,21226,36,0.0
10003,21227,36,0.0
10003,21233,36,0.0
10003,21244,36,0.0
10003,21245,36,0.0
10003,21246,36,0.0
10003,21248,36,0.0
10003,21252,36,0.0
10003,21256,36,0.0
10003,21259,36,0.0
10003,21262,36,0.0
10003,21263,36,0.0
10003,21265,36,0.0
10003,21266,36,0.0
10003,21267,36,0.0
10003,21276,36,0.0
10004,20032,36,0.0
10004,20089,36,0.0
10004,20127,36,0.0
10004,20158,36,0.0
10004,20164,36,0.0
10004,20174,36,0.0
10004,20192,36,0.0
10004,20203,36,0.0
10004,20210,36,0.0
10004,20218,36,0.0
10004,20224,36,0.0
10004,20227,36,0.0
10004,20236,36,0.0
10004,20237,36,0.0
10004,20253,36,0.0
10004,20259,36,0.0
10004,20261,36,0.0
10004,20262,36,0.0
10004,20270,36,0.0
10004,20278,36,0.0
10004,20282,36,0.0
10004,20303,36,0.0
10004,20310,36,0.0
10004,20313,36,0.0
10004,20314,36,0.0
10004,20334,36,0.0
10004,20340,36,0.0
10004,20364,36,0.0
10004,20389,36,0.0
10004,20395,36,0.0
10004,20442,36,0.0
10004,20450,36,0.0
10004,20460,36,0.0
10004,20479,36,0.0
10004,20483,36,0.0
10004,20513,36,0.0
10004,20542,36,0.0
10004,20548,36,0.0
10004,20555,36,0.0
10004,20565,36,0.0
10004,20576,36,0.0
10004,20580,36,0.0
10004,20604,36,0.0
10004,20620,36,0.0
10004,20624,36,0.0
10004,20638,36,0.0
10004,20647,36,0.0
10004,20655,36,0.0
10004,20743,36,0.0
10004,20771,36,0.0
10004,20822,36,0.0
10004,20830,36,0.0
10004,20835,36,0.0
10004,20845,36,0.0
10004,20879,36,0.0
10004,20886,36,0.0
10004,20894,36,0.0
10004,20928,36,0.0
10004,20941,36,0.0
10004,20945,36,0.0
10004,20951,36,0.0
10004,20953,36,0.0
10004,20985,36,0.0
10004,21001,36,0.0
10004,21022,36,0.0
10004,21028,36,0.0
10004,21034,36,0.0
10004,21039,36,0.0
10004,21040,36,0.0
10004,21042,36,0.0
10004,21044,36,0.0
10004,21056,36,0.0
10004,21080,36,0.0
10004,21179,36,0.0
10004,21190,36,0.0
10004,21233,36,0.0
10004,21244,36,0.0
10004,21246,36,0.0
10004,21248,36,0.0
10004,21252,36,0.0
10004,21256,36,0.0
10004,21259,36,0.0
10004,21262,36,0.0
10004,21263,36,0.0
10004,21267,36,0.0
10004,21276,36,0.0
10005,20117,36,0.0
10005,20206,36,0.0
10005,20207,36,0.0
10005,20228,36,0.0
10005,20242,36,0.0
10005,20291,36,0.0
10005,20295,36,0.0
10005,20322,36,0.0
10005,20337,36,0.0
10005,20344,36,0.0
10005,20348,36,0.0
10005,20355,36,0.0
10005,20358,36,0.0
10005,20366,36,0.0
10005,20390,36,0.0
10005,20433,36,0.0
10005,20447,36,0.0
10005,20458,36,0.0
10005,20460,36,0.0
10005,20474,36,0.0
10005,20476,36,0.0
10005,20478,36,0.0
10005,20503,36,0.0
10005,20508,36,0.0
10005,20517,36,0.0
10005,20521,36,0.0
10005,20522,36,0.0
10005,20526,36,0.0
10005,20531,36,0.0
10005,20544,36,0.0
10005,20547,36,0.0
10005,20549,36,0.0
10005,20552,36,0.0
10005,20553,36,0.0
10005,20559,36,0.0
10005,20560,36,0.0
10005,20568,36,0.0
10005,20588,36,0.0
10005,20589,36,0.0
10005,20593,36,0.0
10005,20601,36,0.0
10005,20615,36,0.0
10005,20621,36,0.0
10005,20622,36,0.0
10005,20627,36,0.0
10005,20640,36,0.0
10005,20646,36,0.0
10005,20652,36,0.0
10005,20659,36,0.0
10005,20662,36,0.0
10005,20666,36,0.0
10005,20667,36,0.0
10005,20672,36,0.0
10005,20673,36,0.0
10005,20679,36,0.0
10005,20680,36,0.0
10005,20686,36,0.0
10005,20691,36,0.0
10005,20696,36,0.0
10005,20700,36,0.0
10005,20702,36,0.0
10005,20703,36,0.0
10005,20705,36,0.0
10005,20708,36,0.0
10005,20709,36,0.0
10005,20711,36,0.0
10005,20714,36,0.0
10005,20732,36,0.0
10005,20733,36,0.0
10005,20737,36,0.0
10005,20749,36,0.0
10005,20757,36,0.0
10005,20765,36,0.0
10005,20772,36,0.0
10005,20773,36,0.0
10005,20774,36,0.0
10005,20783,36,0.0
10005,20785,36,0.0
10005,20786,36,0.0
10005,20788,36,0.0
10005,20789,36,0.0
10005,20795,36,0.0
10005,20809,36,0.0
10005,20810,36,0.0
10005,20817,36,0.0
10005,20818,36,0.0
10005,20824,36,0.0
10005,20826,36,0.0
10005,20827,36,0.0
10005,20830,36,0.0
10005,20831,36,0.0
10005,20832,36,0.0
10005,20835,36,0.0
10005,20845,36,0.0
10005,20847,36,0.0
10005,20853,36,0.0
10005,20859,36,0.0
10005,20862,36,0.0
10005,20865,36,0.0
10005,20878,36,0.0
10005,20879,36,0.0
10005,20885,36,0.0
10005,20886,36,0.0
10005,20892,36,0.0
10005,20894,36,0.0
10005,20899,36,0.0
10005,20902,36,0.0
10005,20907,36,0.0
10005,20910,36,0.0
10005,20914,36,0.0
10005,20917,36,0.0
10005,20919,36,0.0
10005,20920,36,0.0
10005,20924,36,0.0
10005,20927,36,0.0
10005,20928,36,0.0
10005,20931,36,0.0
10005,20932,36,0.0
10005,20933,36,0.0
10005,20937,36,0.0
10005,20942,36,0.0
10005,20946,36,0.0
10005,20947,36,0.0
10005,20949,36,0.0
10005,20953,36,0.0
10005,20957,36,0.0
10005,20961,36,0.0
10005,20966,36,0.0
10005,20967,36,0.0
10005,20968,36,0.0
10005,20975,36,0.0
10005,20986,36,0.0
10005,20987,36,0.0
10005,20990,36,0.0
10005,20991,36,0.0
10005,20994,36,0.0
10005,20995,36,0.0
10005,20997,36,0.0
10005,21001,36,0.0
10005,21006,36,0.0
10005,21007,36,0.0
10005,21016,36,0.0
10005,21022,36,0.0
10005,21024,36,0.0
10005,21027,36,0.0
10005,21037,36,0.0
10005,21038,36,0.0
10005,21039,36,0.0
10005,21040,36,0.0
10005,21042,36,0.0
10005,21044,36,0.0
10005,21049,36,0.0
10005,21056,36,0.0
10005,21064,36,0.0
10005,21065,36,0.0
10005,21074,36,0.0
10005,21077,36,0.0
10005,21079,36,0.0
10005,21084,36,0.0
10005,21086,36,0.0
10005,21087,36,0.0
10005,21088,36,0.0
10005,21092,36,0.0
10005,21093,36,0.0
10005,21105,36,0.0
10005,21109,36,0.0
10005,21110,36,0.0
10005,21112,36,0.0
10005,21126,36,0.0
10005,21129,36,0.0
10005,21135,36,0.0
10005,21140,36,0.0
10005,21142,36,0.0
10005,21144,36,0.0
10005,21146,36,0.0
10005,21153,36,0.0
10005,21154,36,0.0
10005,21157,36,0.0
10005,21159,36,0.0
10005,21163,36,0.0
10005,21164,36,0.0
10005,21168,36,0.0
10005,21170,36,0.0
10005,21171,36,0.0
10005,21176,36,0.0
10005,21179,36,0.0
10005,21180,36,0.0
10005,21182,36,0.0
10005,21191,36,0.0
10005,21192,36,0.0
10005,21196,36,0.0
10005,21209,36,0.0
