product_id,tn,tn_predicho
20001,1504.68856,1524.0411448900168
20002,1087.30855,1054.9383684791164
20003,892.50129,794.9459282910544
20004,637.90002,630.6155888454524
20005,593.24443,587.9843090546746
20006,417.23228,429.63080354894254
20007,390.43432,324.47771845132917
20008,195.36854,323.1534539373018
20009,495.03574000000003,407.48085377377555
20010,359.59998,330.8725341603029
20011,392.3829,355.88545887593637
20012,173.13004,233.18908537334187
20013,318.09141,343.4443944683281
20014,272.02812,336.25977056971993
20015,297.27663,308.38646714789206
20016,273.20202,225.84698234399886
20017,216.90773,232.84639555488496
20018,141.63569999999999,198.92362488101537
20019,351.54708,416.7879248868544
20020,266.06358,193.423949429776
20021,203.76721,210.26952341368494
20022,210.8346,207.17218700545544
20023,181.13277,199.65340415296936
20024,270.45018,166.7713419526611
20025,241.83432000000002,174.40951817490102
20026,235.10419,184.53639704121707
20027,155.25876,154.96109855524873
20028,109.92618,138.04465091187848
20029,150.64869,131.88333243228703
20030,102.7572,100.54635273488937
20031,139.91577,137.6449846689979
20032,527.79811,416.7824156553251
20033,96.76212,139.513963801076
20035,179.97912,128.66898175757274
20037,63.37274,132.98990268175942
20038,157.68477000000001,131.3333485489505
20039,128.40394,125.53683317724808
20041,113.11379,122.81439881349338
20042,124.20086,100.17681623990323
20043,93.77222,106.24902240261153
20044,59.61747,139.93973149997836
20045,149.89961,128.05969092434918
20046,149.9563,130.71250024490212
20047,71.49763,118.76285200901698
20049,124.84836,137.3843313524426
20050,117.02742,99.57440714757715
20051,132.46038000000001,109.43092278755906
20052,95.51068,103.92590504696102
20053,146.36584,107.36510939307806
20054,121.2091,110.96055442256807
20055,65.85747,83.64700932815255
20056,63.7182,92.23612999760336
20057,141.36774,103.69876558290099
20058,117.82985,105.24702918758074
20059,111.51138999999999,112.36512059572479
20061,106.44895,109.13880866654739
20062,90.97637,73.90035365231823
20063,103.52372,78.50005973569563
20065,77.98518,101.00050667193584
20066,119.28134,96.51084361041727
20067,88.49566,90.76576841322675
20068,92.92737,79.08070363058943
20069,136.63984,99.55234531524913
20070,68.44316,83.19670973078483
20071,104.77091,94.06281049016214
20072,32.2686,73.89138929399196
20073,122.47019,85.49694574916066
20074,98.07553,79.83553030727421
20075,105.42961,102.45868138429164
20076,68.45922,72.72616022577319
20077,34.58847,71.49468077865771
20079,27.68496,55.69096149410222
20080,8.84426,83.52004442742776
20081,94.25871,68.07770034565803
20082,78.87082,55.820519063318855
20084,94.68236,103.12971070031422
20085,221.56404,140.21957440080072
20086,42.51979,57.37717463947555
20087,89.63008,68.48892942696946
20089,102.33626,135.14825940208937
20090,35.97712,64.05939147468864
20091,92.24345,74.62050442002506
20092,47.45286,54.239838089946595
20093,73.28412,64.13539700042799
20094,59.12954,79.05250782628718
20095,28.52853,66.32893392262298
20096,44.24611,60.372337098277114
20097,55.29078,45.03056826552698
20099,57.827130000000004,59.35549569217134
20100,1.3792,81.17117512847693
20101,72.80091,58.91815416383527
20102,19.17797,32.22423423129888
20103,63.99622,59.72577010143898
20106,74.51262,57.036247663287966
20107,86.05666,67.85545972071804
20108,58.34718,56.73431114791272
20109,61.8432,49.318203334038145
20111,93.88818,68.73568518642857
20112,107.06263,72.83403333304328
20114,44.16048,53.4521212709174
20116,118.60205,86.20041088159064
20117,36.0325,37.575482717594475
20118,61.15123,50.22380759795544
20119,36.26867,75.0368566823168
20120,72.21068,54.443830658590066
20121,78.96685000000001,79.99486387756049
20122,64.62255,58.168376037708086
20123,59.148179999999996,50.8318362638515
20124,38.10841,43.10914490040002
20125,47.559329999999996,53.18687916760493
20126,94.95288,70.92661450824717
20127,170.32792,52.73528371227668
