product_id,tn,tn_predicho
20001,1504.68856,1313.7093252590903
20002,1087.30855,1344.5333443755076
20003,892.50129,1148.2790467278303
20004,637.90002,676.7058878123753
20005,593.24443,591.5842262113734
20006,417.23228,370.30322593660253
20007,390.43432,303.55756419983004
20008,195.36854,309.639621440195
20009,495.03574000000003,685.7896885457442
20010,359.59998,430.973993586005
20011,392.3829,293.4986390514173
20012,173.13004,301.04690999843984
20013,318.09141,336.48727006493135
20014,272.02812,414.7496281257459
20015,297.27663,279.22438430373467
20016,273.20202,179.77947152658584
20017,216.90773,208.4206264080848
20018,141.63569999999999,229.4747900690931
20019,351.54708,299.2998456779301
20020,266.06358,211.83436732984276
20021,203.76721,202.16973865604587
20022,210.8346,244.78499592540885
20023,181.13277,280.29395913213415
20024,270.45018,180.512675322629
20025,241.83432000000002,189.47938332139063
20026,235.10419,207.00069673955107
20027,155.25876,144.97721752039692
20028,109.92618,231.72141003509117
20029,150.64869,112.15107303992822
20030,102.7572,105.06259150706562
20031,139.91577,251.1554012032097
20032,527.79811,840.1997585691872
20033,96.76212,123.1370363814424
20035,179.97912,107.16335724639171
20037,63.37274,114.49980395687817
20038,157.68477000000001,94.77415140288203
20039,128.40394,77.16714289177793
20041,113.11379,120.13969148257343
20042,124.20086,133.2724972187816
20043,93.77222,104.0176331991717
20044,59.61747,136.84133901811512
20045,149.89961,117.50649271063988
20046,149.9563,112.5415099768059
20047,71.49763,136.09110934717398
20049,124.84836,136.54101455275745
20050,117.02742,99.89951261574627
20051,132.46038000000001,111.84762130482918
20052,95.51068,106.27405267404836
20053,146.36584,94.41152964460957
20054,121.2091,74.98302765289951
20055,65.85747,108.30539125042628
20056,63.7182,106.32708217831097
20057,141.36774,131.39589149028987
20058,117.82985,94.89390910549402
20059,111.51138999999999,71.37033698889194
20061,106.44895,89.4046607692636
20062,90.97637,85.57400368393003
20063,103.52372,83.9195734722003
20065,77.98518,96.82429323449253
20066,119.28134,74.22280895193416
20067,88.49566,82.76446142797651
20068,92.92737,86.48588747265576
20069,136.63984,98.63184032843253
20070,68.44316,90.34130555122468
20071,104.77091,113.48043034662206
20072,32.2686,75.97560790863464
20073,122.47019,84.02717710639504
20074,98.07553,68.62487260751192
20075,105.42961,92.40165816512817
20076,68.45922,78.80775614947275
20077,34.58847,96.41579999890541
20079,27.68496,49.27011343934596
20080,8.84426,82.98391947528917
20081,94.25871,71.71951409081419
20082,78.87082,63.6381637664068
20084,94.68236,78.32632611415627
20085,221.56404,104.25305760813353
20086,42.51979,57.41148886147006
20087,89.63008,74.55658286196152
20089,102.33626,123.3592648099498
20090,35.97712,56.27198023132123
