product_id,mae_regresion,mae_arima,mae_lgbm,mae_xgboost,mae_autogluon
20001,117.00531224870173,inf,145.23241650390622,inf,inf
20002,342.063113678134,inf,429.25371696226057,inf,inf
20003,118.87000942182863,inf,86.07596912424395,inf,inf
20004,164.32473521420619,inf,153.85147233634697,inf,inf
20005,192.88805449276705,inf,169.0386675,inf,inf
20006,158.4042071123888,inf,176.40826265782505,inf,inf
20007,280.1938730670439,inf,259.0629059419103,inf,inf
20008,234.3506266352931,inf,247.81495925308724,inf,inf
20009,93.69687627735536,inf,127.18788621471775,inf,inf
20010,171.1300346490171,inf,86.55799475270919,inf,inf
20011,67.78974792284862,inf,83.0341805093876,inf,inf
20012,252.84479348989237,inf,242.23985098128776,inf,inf
20013,88.5677088121291,inf,89.82382500000001,inf,inf
20014,93.48778117581605,inf,81.94095,inf,inf
20015,99.55762548451406,inf,72.53046494313885,inf,inf
20016,166.29073362574178,inf,116.76033574659778,inf,inf
20017,130.7574422579748,inf,149.6052390563571,inf,inf
20018,151.67846033614606,inf,165.0596318983115,inf,inf
20019,119.04703394334214,inf,38.38376147791709,inf,inf
20020,75.70416371661722,inf,70.6960807462828,inf,inf
20021,177.67175372913573,inf,100.21390129552042,inf,inf
20022,70.92751401010759,inf,70.364115,inf,inf
20023,89.84258742117954,inf,73.7639175,inf,inf
20024,109.38758573256676,inf,80.23069025689897,inf,inf
20025,67.52118822329378,inf,50.0077432679404,inf,inf
20026,59.9811825,inf,59.9811825,inf,inf
20027,40.368177469862765,inf,39.55892,inf,inf
20028,104.22021672106827,inf,99.45117,inf,inf
20029,75.2396667535237,inf,96.2071064260175,inf,inf
20030,199.1125736275964,inf,191.84928325667846,inf,inf
20031,124.59678399758904,inf,106.41589560735888,inf,inf
20033,91.43119426836057,inf,53.35076162003055,inf,inf
20035,78.80927997913571,inf,43.710927701219134,inf,inf
20037,21.16383265578635,inf,67.59100242124498,inf,inf
20038,27.766073943342036,inf,40.81670730153729,inf,inf
20039,32.11740633438427,inf,38.456711032163554,inf,inf
20041,88.21109042423964,inf,69.42803510572864,inf,inf
20042,59.62495894751483,inf,54.6414336408849,inf,inf
20043,82.14656424100514,inf,55.33044352948589,inf,inf
20044,60.300106313983676,inf,56.66384011994392,inf,inf
20045,53.22781758902076,inf,41.76352780679027,inf,inf
20046,41.59639440096439,inf,38.4340925,inf,inf
20047,58.319393273831594,inf,60.05497,inf,inf
20049,52.754781451048956,inf,50.791650000000004,inf,inf
20050,61.49435369297108,inf,40.1647595499937,inf,inf
20051,47.66007840689908,inf,41.545669052092016,inf,inf
20052,67.68148867164314,inf,58.26574010143649,inf,inf
20053,13.193042772626129,inf,13.660148006079886,inf,inf
20054,22.622242151335307,inf,22.260284999999996,inf,inf
20055,79.60543484374999,inf,76.46427763443485,inf,inf
20056,86.17164355526704,inf,73.270549534666,inf,inf
20057,24.755295733494048,inf,24.410132830849935,inf,inf
20058,29.63679502271885,inf,28.935854674032875,inf,inf
20059,26.51606,inf,26.516059999999996,inf,inf
20061,23.6481025,inf,23.648102500000004,inf,inf
20062,29.401557995641674,inf,33.46849440465128,inf,inf
20063,30.261343185738124,inf,27.630451582149384,inf,inf
20065,22.584898625741836,inf,28.954093107959384,inf,inf
20066,27.197530501669135,inf,27.924624999999995,inf,inf
20067,40.78456127503705,inf,43.55416582196635,inf,inf
20068,24.708035965318974,inf,26.17631664007372,inf,inf
20069,22.25277750000001,inf,22.252777500000004,inf,inf
20070,19.722503113872396,inf,17.852149999999998,inf,inf
20071,28.120643807492584,inf,30.291792794474944,inf,inf
20072,56.178069361090536,inf,52.34321492061491,inf,inf
20073,21.877883723108326,inf,21.303419599845647,inf,inf
20074,29.906622995178076,inf,36.02276234501008,inf,inf
20075,23.872202500000007,inf,23.872202500000007,inf,inf
20076,23.47997069825668,inf,23.1174725,inf,inf
20077,33.863595450667646,inf,51.97963763478924,inf,inf
20079,77.91972484235907,inf,81.52375757044638,inf,inf
20080,40.13622064030045,inf,39.994635,inf,inf
20081,11.963982226446593,inf,9.503768574100619,inf,inf
20082,25.025162169881316,inf,36.86072617006364,inf,inf
20084,54.227385712629825,inf,63.7696575954302,inf,inf
20086,24.737719992581603,inf,31.113717942957724,inf,inf
20087,30.525324181194357,inf,37.68899545890561,inf,inf
20089,80.48273506505028,inf,80.79355784594219,inf,inf
20090,23.461088224221083,inf,50.214754675332344,inf,inf
20091,15.150013279395399,inf,15.06306,inf,inf
20092,25.232967361368715,inf,29.42541522102603,inf,inf
20093,21.6195525,inf,21.6195525,inf,inf
20094,34.530854999999995,inf,34.530854999999995,inf,inf
20095,31.433964543768543,inf,32.77994107136388,inf,inf
20096,23.49284880378339,inf,32.71974910502773,inf,inf
20097,33.84225563890949,inf,54.792836422158516,inf,inf
20099,32.81362320382048,inf,32.935944679545734,inf,inf
20100,64.26880900037092,inf,59.8894025,inf,inf
20101,13.00572,inf,13.00572,inf,inf
20102,62.115803471810096,inf,72.43870971215033,inf,inf
20103,5.060514999999993,inf,10.76883756871378,inf,inf
20106,14.605047236183248,inf,13.865207866604715,inf,inf
20107,16.18069525408012,inf,12.663193298438287,inf,inf
20108,17.4171581472552,inf,13.161464999999998,inf,inf
20109,26.94720742627966,inf,37.638971405856225,inf,inf
20111,11.670442677114249,inf,11.35514537284605,inf,inf
20112,29.47812862713095,inf,27.196578085734057,inf,inf
20114,9.534366020029669,inf,10.87097018342049,inf,inf
20116,72.02354729135757,inf,87.17269079938333,inf,inf
20117,30.49349464762611,inf,29.916908443957922,inf,inf
20118,29.32894459106082,inf,12.176502033848916,inf,inf
20119,53.93092136776707,inf,49.881195000000005,inf,inf
20120,14.510853813520034,inf,12.13122907866447,inf,inf
20121,34.443972021977004,inf,43.035305885833004,inf,inf
20122,8.559325000000001,inf,8.559324999999998,inf,inf
20123,12.428496637611277,inf,12.645558468293219,inf,inf
20124,23.148880952336796,inf,21.5307694117786,inf,inf
20125,17.457132714669875,inf,16.05722148043725,inf,inf
20126,30.734097003311255,inf,31.642035358562474,inf,inf
20129,4.9429500000000015,inf,11.116395667370204,inf,inf
20130,32.348073351648345,inf,24.950280000000003,inf,inf
20132,12.052227123516321,inf,14.2996741490321,inf,inf
20133,17.665711524480713,inf,17.090152341057568,inf,inf
20134,14.960170390393177,inf,13.51323585931593,inf,inf
20135,19.506879346026487,inf,17.676912499999997,inf,inf
20137,11.547964946680256,inf,12.190895783258256,inf,inf
20138,26.102628557585312,inf,26.81337256950132,inf,inf
20139,9.613847524573444,inf,10.163657870951006,inf,inf
20140,12.359256810089022,inf,12.952683342462358,inf,inf
20142,7.808347850519288,inf,14.39502682463615,inf,inf
20143,43.55751107142856,inf,41.68598223683675,inf,inf
20144,7.980507500000003,inf,9.150112670760617,inf,inf
20145,16.498786737759637,inf,18.20892065254457,inf,inf
20146,24.66309732891321,inf,11.432424570115616,inf,inf
20148,18.89687105387612,inf,12.534120888209188,inf,inf
20150,66.45251534768211,inf,72.81199375218809,inf,inf
20151,23.375867270956988,inf,23.30000947627898,inf,inf
20152,6.612075990819729,inf,20.248962441258584,inf,inf
20153,20.587766117859772,inf,20.912518116199116,inf,inf
20155,18.4552081287092,inf,18.677319712534256,inf,inf
20157,29.1801845395957,inf,28.435014555920016,inf,inf
20158,25.346049839577148,inf,31.30189385997157,inf,inf
20159,22.983958408882785,inf,20.285246709391277,inf,inf
20160,6.69935993277079,inf,6.492624171930132,inf,inf
20161,10.726733746754457,inf,11.947155185369677,inf,inf
20162,34.435751269473286,inf,31.093229294246548,inf,inf
20164,19.485620945945946,inf,17.818877772120423,inf,inf
20166,6.313399064354593,inf,9.315459326664095,inf,inf
20167,8.610642806472553,inf,9.67576737298781,inf,inf
20168,32.038372856083086,inf,28.32400190437563,inf,inf
20170,17.325878928571438,inf,16.125457361043292,inf,inf
20175,17.13471228950297,inf,15.078232933576032,inf,inf
20176,6.706595867952522,inf,8.499323922119142,inf,inf
20177,9.468384999999998,inf,11.680681160425985,inf,inf
20179,10.169894324925812,inf,10.136517948081725,inf,inf
20180,7.459713816765575,inf,4.291768353315785,inf,inf
20181,6.622291980712164,inf,6.286504999999999,inf,inf
20182,7.175529884087533,inf,9.066967207041092,inf,inf
20183,18.501840760849404,inf,17.91194886029643,inf,inf
20184,5.656457499999999,inf,7.786821313634074,inf,inf
20187,7.9114457497218105,inf,8.182370925322502,inf,inf
20188,8.216881682585315,inf,9.623723279490315,inf,inf
20189,15.49563948813057,inf,11.156234702424081,inf,inf
20192,6.537854017857145,inf,13.55547099775394,inf,inf
20193,8.19729,inf,9.415110874870054,inf,inf
20196,6.3357754265578645,inf,5.005029377869635,inf,inf
20197,7.632671222181008,inf,9.96824443678333,inf,inf
20198,8.023113182028933,inf,7.083209862552767,inf,inf
20200,6.976287395678787,inf,6.497222500000001,inf,inf
20201,8.214557570938432,inf,8.101248100566247,inf,inf
20202,15.163763129824277,inf,12.774175226315585,inf,inf
20203,20.364699271330153,inf,19.20111995520341,inf,inf
20205,3.020272451780416,inf,6.853262678744408,inf,inf
20206,13.889586359421369,inf,12.196495344238281,inf,inf
20207,29.078499931379817,inf,22.386462501043503,inf,inf
20208,5.15068574137611,inf,6.339920754020445,inf,inf
20209,4.78192,inf,5.854085873058689,inf,inf
20211,18.980937876020015,inf,16.789067293307397,inf,inf
20212,12.407575820660238,inf,10.999030574931485,inf,inf
20215,4.7176212300630525,inf,5.1402325,inf,inf
20216,24.822650688056388,inf,18.954994632209036,inf,inf
20218,9.516789977477476,inf,11.354419887976396,inf,inf
20219,6.903061892618695,inf,8.581734575323289,inf,inf
20220,5.7298,inf,5.7298,inf,inf
20222,8.829180701038577,inf,7.032214495810233,inf,inf
20224,8.773639014280414,inf,9.386928731305522,inf,inf
20225,4.57070045901335,inf,4.31880451984867,inf,inf
20226,5.741261562036348,inf,8.770989415686824,inf,inf
20227,30.39881927114243,inf,35.01551116978799,inf,inf
20228,20.400641120641687,inf,22.025692550304782,inf,inf
20230,3.658914037462908,inf,3.4920914871086617,inf,inf
20231,6.363537487017804,inf,5.83233897192186,inf,inf
20232,19.82273783846439,inf,23.143024497641285,inf,inf
20233,8.251117119807127,inf,4.857955,inf,inf
20234,12.821158607659498,inf,22.989748429287324,inf,inf
20235,23.441858054525213,inf,21.276305077366985,inf,inf
20237,7.821855924707594,inf,5.458499997648354,inf,inf
20238,6.8976025000000005,inf,6.8976025,inf,inf
20239,2.110075635200297,inf,3.739336046565885,inf,inf
20240,3.158968266876854,inf,4.7688094578306135,inf,inf
20241,4.525875693156527,inf,5.306733197690901,inf,inf
20242,20.13366263538576,inf,16.71442608468333,inf,inf
20244,8.057629512240354,inf,6.342246998432528,inf,inf
20246,4.293472499999999,inf,4.919193776378016,inf,inf
20249,5.842338633623891,inf,14.418763379137593,inf,inf
20251,8.573566307492582,inf,9.116850990664576,inf,inf
20252,4.527173863130563,inf,6.681050192888323,inf,inf
20253,1.8467062852373894,inf,3.466876965839015,inf,inf
20254,4.1701518833456985,inf,3.6065825,inf,inf
20255,11.197586518916914,inf,10.37606627079133,inf,inf
20256,3.205362255656528,inf,4.310657222373716,inf,inf
20259,3.0824824030971807,inf,6.539433129041119,inf,inf
20262,4.866958410596027,inf,5.355628701801302,inf,inf
20263,2.372633670252225,inf,2.58718,inf,inf
20264,5.28005416728487,inf,5.309268171977381,inf,inf
20265,9.849938647069735,inf,17.33536802390314,inf,inf
20266,17.986460000000005,inf,19.630247025960287,inf,inf
20267,4.170713227930264,inf,3.6835265911225346,inf,inf
20268,3.79390559115356,inf,3.573464619180617,inf,inf
20269,6.757636159124625,inf,8.486687234098374,inf,inf
20270,8.483662257047477,inf,6.768889885805193,inf,inf
20271,7.420530163204747,inf,11.07240750137083,inf,inf
20272,2.7606459871105336,inf,4.088834385179089,inf,inf
20273,2.616605,inf,4.400549379553027,inf,inf
20275,5.5430454780229965,inf,5.284577499999999,inf,inf
20276,2.847952499999999,inf,3.009785469252064,inf,inf
20277,4.763598323442135,inf,4.336088760334753,inf,inf
20278,5.5740973692507385,inf,12.887012577175017,inf,inf
20280,5.198916354321222,inf,4.997439120912551,inf,inf
20281,7.762255736275966,inf,8.303267784830984,inf,inf
20282,4.895954488130565,inf,4.645466515564458,inf,inf
20283,5.049845658382788,inf,5.374192713876539,inf,inf
20284,4.181598878894658,inf,4.301842499999999,inf,inf
20285,5.083268754172849,inf,8.394274010024532,inf,inf
20288,2.8763672417470314,inf,2.8699524999999992,inf,inf
20289,7.046877053968842,inf,5.344195222479298,inf,inf
20290,7.862479183048961,inf,8.026586261712351,inf,inf
20291,5.08656650918027,inf,4.726713652958717,inf,inf
20292,3.379818734235905,inf,3.9397962820434573,inf,inf
20295,7.83623822932122,inf,7.4235042780851535,inf,inf
20296,1.3177463093471826,inf,1.3932529107567575,inf,inf
20297,13.455521252266955,inf,12.436531548292976,inf,inf
20298,5.227330762996088,inf,4.684407500000001,inf,inf
20299,11.571206261127596,inf,10.65519,inf,inf
20300,2.546665741376114,inf,2.906266516019759,inf,inf
20301,5.903206232381308,inf,6.160336747628488,inf,inf
20302,9.504920746012615,inf,17.59084386833191,inf,inf
20303,4.563603518175072,inf,4.110662071055751,inf,inf
20304,12.369275707066024,inf,11.197642948140793,inf,inf
20305,9.640871516135013,inf,17.186172255455755,inf,inf
20306,12.273573917301412,inf,11.32164895169213,inf,inf
20307,5.324974134829377,inf,6.15453934486143,inf,inf
20309,4.531953661442881,inf,3.8022980336047745,inf,inf
20310,7.024858937314541,inf,7.015935000000001,inf,inf
20311,2.4971114734792277,inf,1.2298209479867275,inf,inf
20313,10.953170337423309,inf,8.43979483129629,inf,inf
20314,0.8237178152819009,inf,0.7903200000000012,inf,inf
20315,1.9496166223108324,inf,2.2085425319210175,inf,inf
20316,22.130300252225524,inf,19.186029716225903,inf,inf
20317,2.5174850714020773,inf,3.063440370818108,inf,inf
20319,4.062290151362604,inf,5.868286700075589,inf,inf
20320,1.5202477856083085,inf,1.6845249999999998,inf,inf
20321,11.654715790059349,inf,13.006479144803938,inf,inf
20322,14.122591852281156,inf,13.177754375605428,inf,inf
20323,11.489638266231411,inf,7.044912503662109,inf,inf
20324,4.145724240077896,inf,2.773857437858582,inf,inf
20325,17.919448117581602,inf,15.036068354157479,inf,inf
20326,2.476349430174333,inf,2.815302952484623,inf,inf
20327,3.224477904302672,inf,3.5347761771417434,inf,inf
20328,10.707129363872404,inf,7.692853797558199,inf,inf
20329,4.276293984143176,inf,4.963527420521397,inf,inf
20330,1.994114884551185,inf,1.0154375000000004,inf,inf
20332,6.559836838371659,inf,4.833663314784879,inf,inf
20334,12.934268430776811,inf,13.14639,inf,inf
20335,3.6404547946031154,inf,4.748424251236454,inf,inf
20336,3.1710795460867955,inf,3.7856998061370852,inf,inf
20337,3.1112349519625564,inf,4.058114505337802,inf,inf
20338,3.575674489521514,inf,4.678174166535408,inf,inf
20340,10.829080553046476,inf,10.993107499999999,inf,inf
20341,4.40338669046736,inf,5.007452953919442,inf,inf
20342,5.189823114336054,inf,5.3633375,inf,inf
20343,2.9904445276690885,inf,2.9740049999999996,inf,inf
20344,3.061864064200217,inf,4.594941642804825,inf,inf
20346,3.2749279599406553,inf,3.012413434950306,inf,inf
20348,3.007012403881034,inf,3.9800269442749014,inf,inf
20349,2.8135950867025223,inf,2.579708774217176,inf,inf
20350,7.547665124258163,inf,14.878709115482456,inf,inf
20351,7.682894370860929,inf,4.8136525,inf,inf
20352,5.097758303505193,inf,4.650752737918978,inf,inf
20353,4.0005875,inf,4.762280366744995,inf,inf
20354,2.3331018244621657,inf,1.6353574999999996,inf,inf
20356,1.8977048015578628,inf,1.7392549595937412,inf,inf
20357,2.052842514836795,inf,2.3395401585105158,inf,inf
20358,5.390670209569734,inf,5.410305878177768,inf,inf
20359,1.9452574786721066,inf,1.7125386728938934,inf,inf
20361,10.214196152633528,inf,7.3450318848443805,inf,inf
20362,9.735861972366465,inf,7.439631494696832,inf,inf
20364,10.59360197344323,inf,8.69427473464966,inf,inf
20365,1.9247450000000002,inf,1.9247450000000002,inf,inf
20366,5.388184430174331,inf,6.235645668364494,inf,inf
20367,2.2125371290801197,inf,3.1003210255038356,inf,inf
20368,4.715958692052977,inf,3.536832191514969,inf,inf
20372,7.179348348942879,inf,6.716515551319737,inf,inf
20375,9.661386308883529,inf,8.88740769562752,inf,inf
20377,2.4343401718837345,inf,2.326637606315613,inf,inf
20378,9.595614486754965,inf,8.861831171293257,inf,inf
20379,10.098306044139463,inf,8.001218427399666,inf,inf
20380,3.9328249081973303,inf,2.887914974419378,inf,inf
20381,4.934157887611271,inf,4.523715518764373,inf,inf
20382,4.675333482010385,inf,4.685216260439965,inf,inf
20383,3.9417630049146886,inf,5.446540853461604,inf,inf
20384,8.394004044881306,inf,6.877989571961434,inf,inf
20385,3.362587719306382,inf,5.1340470852415026,inf,inf
20386,0.9048563533939173,inf,0.8097250000000003,inf,inf
20387,4.36956271490751,inf,4.88314780413673,inf,inf
20388,5.5310382251483725,inf,3.740892657603603,inf,inf
20389,12.992613228021973,inf,9.074189678141275,inf,inf
20390,5.430603777352665,inf,6.69823431968689,inf,inf
20395,7.556647894736843,inf,6.945300259821275,inf,inf
20396,3.8053401191580125,inf,2.2110947425227008,inf,inf
20398,6.275646786442882,inf,12.941894247106738,inf,inf
20400,3.2187114345326426,inf,2.16477986796333,inf,inf
20401,1.5105399072700307,inf,2.9760679928588867,inf,inf
20402,2.6667772639484966,inf,1.7837592748009765,inf,inf
20403,2.7376824528472974,inf,3.129527260277157,inf,inf
20404,2.0581049888724037,inf,2.5437249183359447,inf,inf
20406,3.3808545980155777,inf,3.5671,inf,inf
20407,2.3983923502410986,inf,2.909834389380178,inf,inf
20409,10.114277898738877,inf,10.06965824455015,inf,inf
20410,2.951621110905044,inf,2.877704073584772,inf,inf
20411,0.8459474999999994,inf,2.4082336309223797,inf,inf
20415,7.230879882198954,inf,8.754062422150831,inf,inf
20416,6.1638254761683955,inf,10.809206802611813,inf,inf
20417,2.6379110746226937,inf,2.968904884406328,inf,inf
20418,7.504265783568252,inf,11.480156445330959,inf,inf
20419,1.5317632594584567,inf,1.5000624999999999,inf,inf
20421,1.797879065745549,inf,1.7564164286865402,inf,inf
20422,5.486452291357568,inf,9.946731380446035,inf,inf
20424,2.499894319362017,inf,3.5776174804293728,inf,inf
20426,4.772404700960644,inf,4.842738145465851,inf,inf
20428,7.220755878616469,inf,10.44975091021507,inf,inf
20429,6.122763978115728,inf,10.39388387909551,inf,inf
20432,1.6402832168026713,inf,2.4597020484432095,inf,inf
20433,3.873875116839763,inf,3.8196075000000005,inf,inf
20434,3.1355339702336757,inf,2.6674038829760396,inf,inf
20438,5.196600031528192,inf,4.5008041541339505,inf,inf
20443,2.130447233864984,inf,2.771138338952833,inf,inf
20447,2.3385675698080304,inf,3.839727528451773,inf,inf
20449,5.923691541172105,inf,10.129048971549004,inf,inf
20450,2.152912519009643,inf,2.1914067141059137,inf,inf
20453,3.2371677884615386,inf,3.32769,inf,inf
20456,3.3876859635929906,inf,2.9444043227259318,inf,inf
20459,4.855610625671324,inf,3.0205763573866626,inf,inf
20463,2.7804150166913932,inf,2.798992910784752,inf,inf
20464,3.5288465625000036,inf,4.386356597578064,inf,inf
20465,2.074179960126112,inf,3.393050696814753,inf,inf
20466,1.7657777202336795,inf,1.5555099999999997,inf,inf
20469,3.077519663493895,inf,2.6258766496149697,inf,inf
20470,3.133754944825669,inf,1.5184334511456945,inf,inf
20473,4.299639999072701,inf,4.395077499999999,inf,inf
